Tahun,Provinsi,Kabupaten/Kota,IPM,Persentase_Miskin
2023,Sumatera Utara,Padang Lawas,70.34,7.89
2023,Sumatera Utara,Labuhan Batu Selatan,72.82,8.06
2023,Sumatera Utara,Labuhan Batu Utara,73.63,9.08
2023,Sumatera Utara,Nias Utara,64.64,21.79
2023,Sumatera Utara,Nias Barat,63.7,22.81
2023,Sumatera Utara,Kota Sibolga,75.2,11.42
2023,Sumatera Utara,Kota Tanjung Balai,70.59,12.21
2023,Sumatera Utara,Kota Pematang Siantar,80.46,7.24
2023,Sumatera Utara,Kota Tebing Tinggi,76.98,9.49
2023,Sumatera Utara,Kota Medan,82.19,8.0
2023,Sumatera Utara,Kota Binjai,77.6,4.79
2023,Sumatera Utara,Kota Padangsidimpuan,76.44,6.85
2023,Sumatera Utara,Kota Gunungsitoli,70.68,14.78
2023,Sumatera Barat,Kepulauan Mentawai,63.13,13.72
2023,Sumatera Barat,Pesisir Selatan,71.44,7.34
2023,Sumatera Barat,Sijunjung,69.65,5.88
2023,Sumatera Barat,Tanah Datar,73.98,4.16
2023,Sumatera Barat,Padang Pariaman,72.61,6.34
2023,Sumatera Barat,Agam,73.98,6.6
2023,Sumatera Barat,Lima Puluh Kota,70.7,6.8
2023,Sumatera Barat,Pasaman,68.13,6.8
2023,Sumatera Barat,Solok Selatan,70.58,7.13
2023,Sumatera Barat,Solok Selatan,70.58,6.45
2023,Sumatera Barat,Dharmasraya,73.04,5.56
2023,Sumatera Barat,Pasaman Barat,70.19,6.92
2023,Sumatera Barat,Kota Padang,83.58,4.17
2023,Sumatera Barat,Kota Solok,79.58,3.05
2023,Sumatera Barat,Kota Sawah Lunto,74.42,2.27
2023,Sumatera Barat,Kota Padang Panjang,79.26,5.24
2023,Sumatera Barat,Kota Bukittinggi,81.78,4.11
2023,Sumatera Barat,Kota Payakumbuh,79.97,5.44
2023,Sumatera Barat,Kota Pariaman,78.13,4.2
2023,Riau,Kuantan Singingi,71.67,8.07
2023,Riau,Indragiri Hulu,71.04,6.06
2023,Riau,Indragiri Hilir,67.98,5.64
2023,Riau,Pelalawan,73.59,8.15
2023,Riau,Siak,74.98,5.23
2023,Riau,Kampar,74.24,7.04
2023,Riau,Rokan Hulu,71.02,9.72
2023,Riau,Bengkalis,74.97,6.31
2023,Riau,Rokan Hilir,70.78,7.07
2023,Riau,Kepulauan Meranti,67.28,22.98
2023,Riau,Kota Pekanbaru,82.38,3.16
2023,Riau,Kota Dumai,75.66,3.21
2023,Jambi,Kerinci,72.54,7.54
2023,Jambi,Merangin,70.81,8.9
2023,Jambi,Sarolangun,71.29,8.54
2023,Jambi,Batang Hari,71.02,9.45
2023,Jambi,Muaro Jambi,71.04,4.43
2023,Jambi,Tanjung Jabung Timur,66.65,10.85
2023,Jambi,Tanjung Jabung Barat,69.35,9.79
2023,Jambi,Tebo,70.63,6.46
2023,Jambi,Bungo,71.06,5.29
2023,Jambi,Kota Jambi,80.15,8.24
2023,Jambi,Kota Sungai Penuh,76.65,3.0
2023,Sumatera Selatan,Ogan Komering Ulu,71.01,11.46
2023,Sumatera Selatan,Ogan Komering Ilir,68.65,13.15
2023,Sumatera Selatan,Muara Enim,70.24,10.93
2023,Sumatera Selatan,Lahat,69.1,15.0
2023,Sumatera Selatan,Musi Rawas,68.26,14.13
2023,Sumatera Selatan,Musi Banyuasin,69.17,14.9
2023,Sumatera Selatan,Banyu Asin,68.65,9.58
2023,Sumatera Selatan,Ogan Komering Ulu Selatan,66.67,10.36
2023,Sumatera Selatan,Ogan Komering Ulu Timur,70.96,9.99
2023,Sumatera Selatan,Ogan Ilir,68.76,13.28
2023,Sumatera Selatan,Empat Lawang,66.68,11.8
2023,Sumatera Selatan,Penukal Abab Lematang Ilir,66.64,10.91
2023,Sumatera Selatan,Musi Rawas Utara,66.6,18.26
2023,Sumatera Selatan,Kota Palembang,80.02,10.22
2023,Sumatera Selatan,Kota Prabumulih,76.46,11.23
2023,Sumatera Selatan,Kota Pagar Alam,70.45,8.88
2023,Sumatera Selatan,Kota Lubuklinggau,76.19,12.65
2023,Bengkulu,Bengkulu Selatan,71.91,17.51
2023,Bengkulu,Rejang Lebong,72.31,14.79
2023,Bengkulu,Bengkulu Utara,70.28,11.29
2023,Bengkulu,Kaur,68.38,17.83
2023,Bengkulu,Seluma,68.27,18.0
2023,Bengkulu,Mukomuko,69.97,10.76
2023,Bengkulu,Lebong,68.71,11.15
2023,Bengkulu,Kepahiang,69.6,14.12
2023,Bengkulu,Bengkulu Tengah,68.99,9.4
2023,Bengkulu,Kota Bengkulu,81.45,14.71
2023,Lampung,Lampung Barat,69.11,11.17
2023,Lampung,Tanggamus,67.86,10.52
2023,Lampung,Lampung Selatan,69.63,12.79
2023,Lampung,Lampung Timur,71.21,13.8
2023,Lampung,Lampung Tengah,71.6,10.65
2023,Lampung,Lampung Utara,68.95,17.17
2023,Lampung,Way Kanan,68.63,11.02
2023,Lampung,Tulangbawang,70.02,8.04
2023,Lampung,Pesawaran,67.67,12.89
2023,Lampung,Pringsewu,71.61,9.14
2023,Lampung,Mesuji,65.64,6.73
2023,Lampung,Tulang Bawang Barat,67.81,7.25
2023,Lampung,Pesisir Barat,66.0,13.49
2023,Lampung,Kota Bandar Lampung,78.56,7.77
2023,Lampung,Kota Metro,78.36,7.28
2023,Kep. Bangka Belitung,Bangka,73.66,4.32
2023,Kep. Bangka Belitung,Belitung,74.02,6.46
2023,Kep. Bangka Belitung,Bangka Barat,70.45,2.71
2023,Kep. Bangka Belitung,Bangka Tengah,71.71,5.29
2023,Kep. Bangka Belitung,Bangka Selatan,68.51,3.11
2023,Kep. Bangka Belitung,Belitung Timur,72.86,6.73
2023,Kep. Bangka Belitung,Kota Pangkal Pinang,79.93,4.27
2023,Kepulauan Riau,Karimun,73.51,5.95
2023,Kepulauan Riau,Bintan,75.7,5.9
2023,Kepulauan Riau,Natuna,74.21,5.25
2023,Kepulauan Riau,Lingga,67.44,11.26
2023,Kepulauan Riau,Kepulauan Anambas,70.26,6.95
2023,Kepulauan Riau,Kota Batam,82.11,5.02
2023,Kepulauan Riau,Kota Tanjung Pinang,80.23,7.95
2023,Dki Jakarta,Kep. Seribu,73.39,13.13
2023,Dki Jakarta,Jakarta Selatan,86.07,3.1
2023,Dki Jakarta,Jakarta Timur,84.13,4.2
2023,Dki Jakarta,Jakarta Pusat,82.53,4.68
2023,Dki Jakarta,Jakarta Barat,83.02,4.09
2023,Dki Jakarta,Jakarta Utara,81.11,6.78
2023,Jawa Barat,Bogor,71.78,7.27
2023,Jawa Barat,Sukabumi,68.49,7.01
2023,Jawa Barat,Cianjur,66.55,10.22
2023,Jawa Barat,Bandung,73.74,6.4
2023,Jawa Barat,Garut,68.11,9.77
2023,Jawa Barat,Tasikmalaya,67.76,10.28
2023,Jawa Barat,Ciamis,72.05,7.42
2023,Jawa Barat,Kuningan,70.72,12.12
2023,Jawa Barat,Cirebon,70.95,11.2
2023,Jawa Barat,Majalengka,69.13,11.21
2023,Jawa Barat,Sumedang,73.18,9.36
2023,Jawa Barat,Indramayu,69.25,12.13
2023,Jawa Barat,Subang,70.7,9.52
2023,Jawa Barat,Purwakarta,72.09,8.46
2023,Jawa Barat,Karawang,72.35,7.87
2023,Jawa Barat,Bekasi,75.76,4.93
2023,Jawa Barat,Bandung Barat,69.61,10.52
2023,Jawa Barat,Pangandaran,69.38,8.98
2023,Jawa Barat,Kota Bogor,77.85,6.67
2023,Jawa Barat,Kota Sukabumi,76.32,7.5
2023,Jawa Barat,Kota Bandung,83.04,3.96
2023,Jawa Barat,Kota Cirebon,76.46,9.16
2023,Jawa Barat,Kota Bekasi,83.03,4.1
2023,Jawa Barat,Kota Depok,82.38,2.38
2023,Jawa Barat,Kota Cimahi,79.46,4.66
2023,Jawa Barat,Kota Tasikmalaya,74.47,11.53
2023,Jawa Barat,Kota Banjar,73.08,6.14
2023,Jawa Tengah,Cilacap,71.83,10.99
2023,Jawa Tengah,Banyumas,73.86,12.53
2023,Jawa Tengah,Purbalingga,70.24,14.99
2023,Jawa Tengah,Banjarnegara,69.14,14.9
2023,Jawa Tengah,Kebumen,71.37,16.34
2023,Jawa Tengah,Purworejo,74.28,11.33
2023,Jawa Tengah,Wonosobo,69.37,15.58
2023,Jawa Tengah,Magelang,71.45,10.96
2023,Jawa Tengah,Boyolali,75.41,9.81
2023,Jawa Tengah,Klaten,77.59,12.28
2023,Jawa Tengah,Sukoharjo,78.65,7.58
2023,Jawa Tengah,Wonogiri,71.97,10.94
2023,Jawa Tengah,Karanganyar,77.31,9.79
2023,Jawa Tengah,Sragen,75.1,12.87
2023,Jawa Tengah,Grobogan,71.49,11.72
2023,Jawa Tengah,Blora,70.63,11.49
2023,Jawa Tengah,Rembang,71.89,14.17
2023,Jawa Tengah,Pati,73.59,9.31
2023,Jawa Tengah,Kudus,76.71,7.24
2023,Jawa Tengah,Jepara,73.85,6.61
2023,Jawa Tengah,Demak,74.07,12.01
2023,Jawa Tengah,Semarang,75.13,7.17
2023,Jawa Tengah,Temanggung,71.33,9.26
2023,Jawa Tengah,Kendal,73.86,9.39
2023,Jawa Tengah,Batang,70.2,8.92
2023,Jawa Tengah,Pekalongan,71.4,9.67
2023,Jawa Tengah,Pemalang,68.03,15.03
2023,Jawa Tengah,Tegal,70.23,7.3
2023,Jawa Tengah,Brebes,67.95,15.78
2023,Jawa Tengah,Kota Magelang,81.17,6.11
2023,Jawa Tengah,Kota Surakarta,83.54,8.44
2023,Jawa Tengah,Kota Salatiga,84.99,4.66
2023,Jawa Tengah,Kota Semarang,84.43,4.23
2023,Jawa Tengah,Kota Pekalongan,76.71,6.81
2023,Jawa Tengah,Kota Tegal,77.02,7.68
2023,D I Yogyakarta,Kulon Progo,75.79,15.64
2023,D I Yogyakarta,Bantul,81.39,11.96
2023,D I Yogyakarta,Gunung Kidul,71.24,15.6
2023,D I Yogyakarta,Sleman,84.77,7.52
2023,D I Yogyakarta,Yogyakarta,88.28,6.49
2023,Jawa Timur,Pacitan,70.19,13.65
2023,Jawa Timur,Ponorogo,72.5,9.53
2023,Jawa Timur,Trenggalek,71.73,10.63
2023,Jawa Timur,Tulungagung,74.61,6.53
2023,Jawa Timur,Blitar,72.49,8.69
2023,Jawa Timur,Kediri,73.96,10.72
2023,Jawa Timur,Malang,72.16,9.45
2023,Jawa Timur,Lumajang,67.87,8.93
2023,Jawa Timur,Jember,68.64,9.51
2023,Jawa Timur,Banyuwangi,72.61,7.34
2023,Jawa Timur,Bondowoso,67.99,13.34
2023,Jawa Timur,Situbondo,69.16,11.9
2023,Jawa Timur,Probolinggo,67.79,17.19
2023,Jawa Timur,Pasuruan,70.29,9.24
2023,Jawa Timur,Sidoarjo,81.55,5.0
2023,Jawa Timur,Mojokerto,75.53,9.8
2023,Jawa Timur,Jombang,74.6,9.15
2023,Jawa Timur,Nganjuk,73.71,10.89
2023,Jawa Timur,Madiun,72.97,11.04
2023,Jawa Timur,Magetan,75.41,9.8
2023,Jawa Timur,Ngawi,72.47,14.4
2023,Jawa Timur,Bojonegoro,70.85,12.18
2023,Jawa Timur,Tuban,70.34,14.91
2023,Jawa Timur,Lamongan,74.53,12.42
2023,Jawa Timur,Gresik,77.98,10.96
2023,Jawa Timur,Bangkalan,65.75,19.35
2023,Jawa Timur,Sampang,64.13,21.76
2023,Jawa Timur,Pamekasan,67.96,13.85
2023,Jawa Timur,Sumenep,68.61,18.7
2023,Jawa Timur,Kota Kediri,80.44,7.15
2023,Jawa Timur,Kota Blitar,80.63,7.3
2023,Jawa Timur,Malang,83.39,4.26
2023,Jawa Timur,Kota Probolinggo,75.43,6.48
2023,Jawa Timur,Kota Pasuruan,77.17,6.6
2023,Jawa Timur,Kota Mojokerto,80.07,5.77
2023,Jawa Timur,Kota Madiun,82.71,4.74
2023,Jawa Timur,Kota Surabaya,83.45,4.65
2023,Jawa Timur,Kota Batu,78.18,3.31
2023,Banten,Pandeglang,66.42,9.27
2023,Banten,Lebak,65.21,8.68
2023,Banten,Tangerang,73.43,6.93
2023,Banten,Serang,68.39,4.85
2023,Banten,Kota Tangerang,79.46,5.89
2023,Banten,Kota Cilegon,74.54,3.98
2023,Banten,Kota Serang,73.48,6.2
2023,Banten,Kota Tangerang Selatan,82.28,2.57
2023,Bali,Jembrana,74.04,4.96
2023,Bali,Tabanan,77.43,4.7
2023,Bali,Badung,83.08,2.3
2023,Bali,Gianyar,79.24,4.47
2023,Bali,Klungkung,73.11,5.61
2023,Bali,Bangli,70.79,5.28
2023,Bali,Karangasem,68.91,6.56
2023,Bali,Buleleng,73.97,5.85
2023,Bali,Kota Denpasar,84.73,2.68
2023,Nusa Tenggara Barat,Lombok Barat,70.15,13.67
2023,Nusa Tenggara Barat,Lombok Tengah,68.4,12.93
2023,Nusa Tenggara Barat,Lombok Timur,68.41,15.63
2023,Nusa Tenggara Barat,Sumbawa,69.87,13.91
2023,Nusa Tenggara Barat,Dompu,69.98,12.62
2023,Nusa Tenggara Barat,Bima,68.28,14.39
2023,Nusa Tenggara Barat,Sumbawa Barat,73.17,12.95
2023,Nusa Tenggara Barat,Lombok Utara,66.62,25.8
2023,Nusa Tenggara Barat,Kota Mataram,80.09,8.62
2023,Nusa Tenggara Barat,Kota Bima,77.36,8.67
2023,Nusa Tenggara Timur,Sumba Barat,65.22,27.17
2023,Nusa Tenggara Timur,Sumba Timur,67.05,28.08
2023,Nusa Tenggara Timur,Kupang,65.82,21.78
2023,Nusa Tenggara Timur,Timor Tengah Selatan,63.58,25.18
2023,Nusa Tenggara Timur,Timor Tengah Utara,65.16,21.85
2023,Nusa Tenggara Timur,Belu,63.83,14.3
2023,Nusa Tenggara Timur,Alor,62.99,19.97
2023,Nusa Tenggara Timur,Lembata,66.12,24.78
2023,Nusa Tenggara Timur,Flores Timur,65.79,11.77
2023,Nusa Tenggara Timur,Sikka,66.89,12.56
2023,Nusa Tenggara Timur,Ende,68.63,22.86
2023,Nusa Tenggara Timur,Ngada,69.14,12.06
2023,Nusa Tenggara Timur,Manggarai,66.42,19.69
2023,Nusa Tenggara Timur,Rote Ndao,64.0,27.05
2023,Nusa Tenggara Timur,Manggarai Barat,65.81,16.82
2023,Nusa Tenggara Timur,Sumba Tengah,63.48,31.78
2023,Nusa Tenggara Timur,Sumba Barat Daya,63.74,27.48
2023,Nusa Tenggara Timur,Nagekeo,67.07,12.33
2023,Nusa Tenggara Timur,Manggarai Timur,63.24,25.06
2023,Nusa Tenggara Timur,Sabu Raijua,58.89,28.37
2023,Nusa Tenggara Timur,Malaka,62.06,14.42
2023,Nusa Tenggara Timur,Kota Kupang,80.62,8.61
2023,Kalimantan Barat,Sambas,68.69,7.08
2023,Kalimantan Barat,Bengkayang,69.53,6.28
2023,Kalimantan Barat,Landak,68.14,9.97
2023,Kalimantan Barat,Mempawah,67.92,5.21
2023,Kalimantan Barat,Sanggau,67.77,4.79
2023,Kalimantan Barat,Ketapang,68.68,9.25
2023,Kalimantan Barat,Sintang,68.67,8.18
2023,Kalimantan Barat,Kapuas Hulu,67.67,8.16
2023,Kalimantan Barat,Sekadau,66.33,5.9
2023,Kalimantan Barat,Melawi,67.76,11.12
2023,Kalimantan Barat,Kayong Utara,64.79,9.13
2023,Kalimantan Barat,Kubu Raya,69.6,4.23
2023,Kalimantan Barat,Kota Pontianak,81.03,4.45
2023,Kalimantan Barat,Kota Singkawang,73.39,4.7
2023,Kalimantan Tengah,Kotawaringin Barat,74.04,4.18
2023,Kalimantan Tengah,Kotawaringin Timur,72.21,5.69
2023,Kalimantan Tengah,Kapuas,70.75,5.21
2023,Kalimantan Tengah,Barito Selatan,71.65,4.72
2023,Kalimantan Tengah,Barito Utara,71.84,5.35
2023,Kalimantan Tengah,Sukamara,69.44,3.96
2023,Kalimantan Tengah,Lamandau,71.81,3.12
2023,Kalimantan Tengah,Seruyan,68.68,7.12
2023,Kalimantan Tengah,Katingan,70.28,4.99
2023,Kalimantan Tengah,Pulang Pisau,69.6,4.58
2023,Kalimantan Tengah,Gunung Mas,72.09,5.47
2023,Kalimantan Tengah,Barito Timur,72.7,6.63
2023,Kalimantan Tengah,Murung Raya,69.42,6.44
2023,Kalimantan Tengah,Kota Palangka Raya,81.68,3.44
2023,Kalimantan Selatan,Tanah Laut,70.98,3.73
2023,Kalimantan Selatan,Kota Baru,70.18,4.32
2023,Kalimantan Selatan,Banjar,71.46,2.44
2023,Kalimantan Selatan,Barito Kuala,68.11,4.6
2023,Kalimantan Selatan,Tapin,72.0,3.19
2023,Kalimantan Selatan,Hulu Sungai Selatan,70.5,4.01
2023,Kalimantan Selatan,Hulu Sungai Tengah,70.13,5.84
2023,Kalimantan Selatan,Hulu Sungai Utara,67.66,6.25
2023,Kalimantan Selatan,Tabalong,73.85,5.77
2023,Kalimantan Selatan,Tanah Bumbu,72.31,4.12
2023,Kalimantan Selatan,Balangan,70.49,5.22
2023,Kalimantan Selatan,Kota Banjarmasin,78.5,4.63
2023,Kalimantan Selatan,Kota Banjar Baru,80.11,3.92
2023,Kalimantan Timur,Paser,74.14,9.11
2023,Kalimantan Timur,Kutai Barat,73.72,9.72
2023,Kalimantan Timur,Kutai Kartanegara,75.3,7.61
2023,Kalimantan Timur,Kutai Timur,74.98,9.06
2023,Kalimantan Timur,Berau,76.21,5.54
2023,Kalimantan Timur,Penajam Paser Utara,73.3,6.97
2023,Kalimantan Timur,Mahakam Ulu,69.59,11.38
2023,Kalimantan Timur,Kota Balikpapan,81.66,2.31
2023,Kalimantan Timur,Kota Samarinda,82.32,4.81
2023,Kalimantan Timur,Kota Bontang,81.56,4.11
2023,Kalimantan Utara,Malinau,73.19,6.54
2023,Kalimantan Utara,Bulungan,72.72,8.99
2023,Kalimantan Utara,Tana Tidung,69.2,4.62
2023,Kalimantan Utara,Nunukan,67.7,5.53
2023,Kalimantan Utara,Kota Tarakan,77.53,6.1
2023,Sulawesi Utara,Bolaang Mongondow,69.62,7.37
2023,Sulawesi Utara,Minahasa,76.96,6.87
2023,Sulawesi Utara,Kepulauan Sangihe,72.22,11.01
2023,Sulawesi Utara,Kepulauan Talaud,71.14,8.46
2023,Sulawesi Utara,Minahasa Selatan,73.66,8.89
2023,Sulawesi Utara,Minahasa Utara,75.31,6.65
2023,Sulawesi Utara,Bolaang Mongondow Utara,68.64,7.9
2023,Sulawesi Utara,Siau Tagulandang Biaro,69.57,8.76
2023,Sulawesi Utara,Minahasa Tenggara,71.93,11.84
2023,Sulawesi Utara,Bolaang Mongondow Selatan,66.4,12.04
2023,Sulawesi Utara,Bolaang Mongondow Timur,67.95,5.8
2023,Sulawesi Utara,Kota Manado,80.14,5.79
2023,Sulawesi Utara,Kota Bitung,75.11,6.56
2023,Sulawesi Utara,Kota Tomohon,78.1,5.6
2023,Sulawesi Utara,Kota Kotamobagu,74.43,5.03
2023,Sulawesi Tengah,Banggai Kepulauan,66.82,12.9
2023,Sulawesi Tengah,Banggai,71.7,6.94
2023,Sulawesi Tengah,Morowali,73.02,12.31
2023,Sulawesi Tengah,Poso,72.48,15.16
2023,Sulawesi Tengah,Donggala,66.95,16.25
2023,Sulawesi Tengah,Toli-Toli,67.66,12.85
2023,Sulawesi Tengah,Buol,69.57,13.36
2023,Sulawesi Tengah,Parigi Moutong,67.11,14.91
2023,Sulawesi Tengah,Tojo Una-Una,66.39,16.74
2023,Sulawesi Tengah,Sigi,69.93,12.83
2023,Sulawesi Tengah,Banggai Laut,66.93,14.15
2023,Sulawesi Tengah,Morowali Utara,69.73,12.85
2023,Sulawesi Tengah,Kota Palu,82.52,6.56
2023,Sulawesi Selatan,Kepulauan Selayar,69.2,12.27
2023,Sulawesi Selatan,Bulukumba,71.21,7.22
2023,Sulawesi Selatan,Bantaeng,70.57,9.18
2023,Sulawesi Selatan,Jeneponto,65.9,13.06
2023,Sulawesi Selatan,Takalar,68.9,8.29
2023,Sulawesi Selatan,Gowa,71.57,7.42
2023,Sulawesi Selatan,Sinjai,68.92,8.55
2023,Sulawesi Selatan,Maros,71.63,9.65
2023,Sulawesi Selatan,Pangkajene dan Kepulauan,70.59,13.4
2023,Sulawesi Selatan,Barru,72.36,8.46
2023,Sulawesi Selatan,Bone,67.81,10.53
2023,Sulawesi Selatan,Soppeng,70.58,7.48
2023,Sulawesi Selatan,Wajo,71.1,6.73
2023,Sulawesi Selatan,Sidenreng Rappang,72.71,5.14
2023,Sulawesi Selatan,Pinrang,72.84,8.9
2023,Sulawesi Selatan,Enrekang,73.89,12.69
2023,Sulawesi Selatan,Luwu,72.16,12.71
2023,Sulawesi Selatan,Tana Toraja,70.73,12.48
2023,Sulawesi Selatan,Luwu Utara,71.34,12.66
2023,Sulawesi Selatan,Luwu Timur,74.35,6.93
2023,Sulawesi Selatan,Toraja Utara,71.23,12.12
2023,Sulawesi Selatan,Kota Makasar,83.52,5.07
2023,Sulawesi Selatan,Kota Parepare,79.03,5.34
2023,Sulawesi Selatan,Kota Palopo,79.45,7.69
2023,Sulawesi Tenggara,Buton,68.12,13.77
2023,Sulawesi Tenggara,Muna,70.16,14.07
2023,Sulawesi Tenggara,Konawe,72.77,13.02
2023,Sulawesi Tenggara,Kolaka,74.72,11.8
2023,Sulawesi Tenggara,Konawe Selatan,70.32,11.26
2023,Sulawesi Tenggara,Bombana,67.43,10.73
2023,Sulawesi Tenggara,Wakatobi,71.43,14.81
2023,Sulawesi Tenggara,Kolaka Utara,71.04,13.57
2023,Sulawesi Tenggara,Buton Utara,69.7,14.06
2023,Sulawesi Tenggara,Konawe Utara,71.71,13.48
2023,Sulawesi Tenggara,Kolaka Timur,69.57,14.04
2023,Sulawesi Tenggara,Konawe Kepulauan,67.32,15.9
2023,Sulawesi Tenggara,Muna Barat,67.13,14.03
2023,Sulawesi Tenggara,Buton Tengah,65.83,15.43
2023,Sulawesi Tenggara,Buton Selatan,66.15,14.76
2023,Sulawesi Tenggara,Kota Kendari,84.85,4.59
2023,Sulawesi Tenggara,Kota Baubau,77.52,7.53
2023,Gorontalo,Boalemo,68.18,18.38
2023,Gorontalo,Gorontalo,69.09,17.48
2023,Gorontalo,Pohuwato,67.15,17.64
2023,Gorontalo,Bone Bolango,71.51,15.51
2023,Gorontalo,Gorontalo Utara,66.61,17.03
2023,Gorontalo,Kota Gorontalo,78.64,5.64
2023,Sulawesi Barat,Majene,68.62,14.54
2023,Sulawesi Barat,Polewali Mandar,65.59,16.08
2023,Sulawesi Barat,Mamasa,67.83,14.31
2023,Sulawesi Barat,Mamuju,69.61,7.57
2023,Sulawesi Barat,Mamuju Utara,69.11,4.79
2023,Sulawesi Barat,Mamuju Tengah,67.45,7.32
2023,Maluku,Maluku Tenggara Barat,64.16,24.47
2023,Maluku,Maluku Tenggara,67.57,21.79
2023,Maluku,Maluku Tengah,72.45,17.84
2023,Maluku,Buru,70.56,16.53
2023,Maluku,Kepulauan Aru,65.01,24.21
2023,Maluku,Seram Bagian Barat,67.56,22.39
2023,Maluku,Seram Bagian Timur,65.82,21.08
2023,Maluku,Maluku Barat Daya,63.93,28.78
2023,Maluku,Buru Selatan,66.23,15.28
2023,Maluku,Kota Ambon,82.06,5.25
2023,Maluku,Kota Tual,69.43,20.68
2023,Maluku Utara,Halmahera Barat,66.91,8.74
2023,Maluku Utara,Halmahera Tengah,67.48,11.44
2023,Maluku Utara,Kepulauan Sula,65.29,8.17
2023,Maluku Utara,Halmahera Selatan,65.83,5.68
2023,Maluku Utara,Halmahera Utara,69.05,4.62
2023,Maluku Utara,Halmahera Timur,68.82,12.47
2023,Maluku Utara,Pulau Morotai,64.73,5.38
2023,Maluku Utara,Pulau Taliabu,62.31,7.31
2023,Maluku Utara,Kota Ternate,81.35,3.39
2023,Maluku Utara,Kota Tidore Kepulauan,72.4,6.35
2023,Papua Barat,Fakfak,69.72,21.38
2023,Papua Barat,Kaimana,66.72,14.57
2023,Papua Barat,Teluk Wondama,61.67,28.9
2023,Papua Barat,Teluk Bintuni,66.0,28.24
2023,Papua Barat,Manokwari,73.21,18.73
2023,Papua Barat,Sorong Selatan,63.94,18.11
2023,Papua Barat,Sorong,67.49,26.88
2023,Papua Barat,Raja Ampat,65.26,16.76
2023,Papua Barat,Tambrauw,55.55,31.23
2023,Papua Barat,Maybrat,61.29,30.28
2023,Papua Barat,Manokwari Selatan,61.55,27.8
2023,Papua Barat,Pegunungan Arfak,57.82,32.29
2023,Papua Barat,Kota Sorong,79.65,14.41
2023,Papua,Merauke,72.19,10.01
2023,Papua,Jayawijaya,60.5,34.71
2023,Papua,Jayapura,73.5,11.45
2023,Papua,Nabire,70.84,23.35
2023,Papua,Kepulauan Yapen,69.11,25.89
2023,Papua,Biak Numfor,73.46,23.53
2023,Papua,Paniai,57.91,35.39
2023,Papua,Puncak Jaya,50.81,35.6
2023,Papua,Mimika,75.91,13.55
2023,Papua,Boven Digoel,63.46,19.8
2023,Papua,Mappi,60.57,25.72
2023,Papua,Asmat,53.19,24.36
2023,Papua,Yahukimo,51.19,36.08
2023,Papua,Pegunungan Bintang,48.18,29.79
2023,Papua,Tolikara,51.48,31.57
2023,Papua,Sarmi,65.8,13.21
2023,Papua,Keerom,68.08,15.68
2023,Papua,Waropen,66.46,29.16
2023,Papua,Supiori,64.61,36.99
2023,Papua,Mamberamo Raya,54.08,29.63
2023,Papua,Nduga,35.19,37.09
2023,Papua,Lanny Jaya,50.56,36.94
2023,Papua,Mamberamo Tengah,50.22,35.42
2023,Papua,Yalimo,50.87,30.97
2023,Papua,Puncak,44.59,36.44
2023,Papua,Dogiyai,56.7,29.2
2023,Papua,Intan Jaya,50.19,40.01
2023,Papua,Deiyai,51.18,38.66
2023,Papua,Kota Jayapura,81.14,10.5
2024,Aceh,Simeulue,69.01,17.69
2024,Aceh,Aceh Singkil,70.75,19.06
2024,Aceh,Aceh Selatan,69.1,12.02
2024,Aceh,Aceh Tenggara,71.7,11.99
2024,Aceh,Aceh Timur,69.87,13.26
2024,Aceh,Aceh Tengah,75.41,14.27
2024,Aceh,Aceh Barat,73.69,17.6
2024,Aceh,Aceh Besar,75.13,13.21
2024,Aceh,Pidie,72.31,18.59
2024,Aceh,Bireuen,74.45,12.1
2024,Aceh,Aceh Utara,71.7,16.11
2024,Aceh,Aceh Barat Daya,68.75,15.32
2024,Aceh,Gayo Lues,69.83,18.3
2024,Aceh,Aceh Tamiang,72.32,12.17
2024,Aceh,Nagan Raya,71.72,16.94
2024,Aceh,Aceh Jaya,71.83,12.25
2024,Aceh,Bener Meriah,75.01,18.18
2024,Aceh,Pidie Jaya,75.16,18.28
2024,Aceh,Kota Banda Aceh,87.17,6.95
2024,Aceh,Kota Sabang,78.32,14.58
2024,Aceh,Kota Langsa,78.81,10.33
2024,Aceh,Kota Lhokseumawe,79.55,10.44
2024,Aceh,Kota Subulussalam,68.04,16.38
2024,Sumatera Utara,Nias,65.55,14.89
2024,Sumatera Utara,Mandailing Natal,69.33,8.69
2024,Sumatera Utara,Tapanuli Selatan,72.14,6.92
2024,Sumatera Utara,Tapanuli Tengah,71.52,11.8
2024,Sumatera Utara,Tapanuli Utara,75.23,8.21
2024,Sumatera Utara,Toba Samosir,76.91,8.07
2024,Sumatera Utara,Labuhan Batu,74.18,7.84
2024,Sumatera Utara,Asahan,72.09,8.12
2024,Sumatera Utara,Simalungun,74.97,7.72
2024,Sumatera Utara,Dairi,73.92,7.1
2024,Sumatera Utara,Karo,76.55,7.37
2024,Sumatera Utara,Deli Serdang,76.92,3.44
2024,Sumatera Utara,Langkat,72.73,9.04
2024,Sumatera Utara,Nias Selatan,65.02,16.32
2024,Sumatera Utara,Humbang Hasundutan,71.59,8.44
2024,Sumatera Utara,Pakpak Bharat,70.36,6.87
2024,Sumatera Utara,Samosir,72.88,11.63
