Tahun,Provinsi,Kabupaten/Kota,IPM,Persentase_Miskin
2022,Sumatera Utara,Nias Utara,63.75,23.4
2022,Sumatera Utara,Nias Barat,62.93,24.75
2022,Sumatera Utara,Kota Sibolga,74.74,11.47
2022,Sumatera Utara,Kota Tanjung Balai,69.86,12.45
2022,Sumatera Utara,Kota Pematang Siantar,79.7,7.88
2022,Sumatera Utara,Kota Tebing Tinggi,76.17,9.59
2022,Sumatera Utara,Kota Medan,81.76,8.07
2022,Sumatera Utara,Kota Binjai,76.95,5.1
2022,Sumatera Utara,Kota Padangsidimpuan,76.05,6.89
2022,Sumatera Utara,Kota Gunungsitoli,70.23,14.81
2022,Sumatera Barat,Kepulauan Mentawai,62.19,13.97
2022,Sumatera Barat,Pesisir Selatan,70.84,7.11
2022,Sumatera Barat,Sijunjung,68.69,6.0
2022,Sumatera Barat,Tanah Datar,73.29,4.26
2022,Sumatera Barat,Padang Pariaman,71.63,6.25
2022,Sumatera Barat,Agam,73.29,6.22
2022,Sumatera Barat,Lima Puluh Kota,70.28,6.59
2022,Sumatera Barat,Pasaman,67.41,6.85
2022,Sumatera Barat,Solok Selatan,69.71,7.12
2022,Sumatera Barat,Solok Selatan,69.71,6.51
2022,Sumatera Barat,Dharmasraya,72.3,5.56
2022,Sumatera Barat,Pasaman Barat,69.57,6.93
2022,Sumatera Barat,Kota Padang,83.29,4.26
2022,Sumatera Barat,Kota Solok,79.23,3.02
2022,Sumatera Barat,Kota Sawah Lunto,73.73,2.28
2022,Sumatera Barat,Kota Padang Panjang,78.78,5.14
2022,Sumatera Barat,Kota Bukittinggi,81.42,4.46
2022,Sumatera Barat,Kota Payakumbuh,79.53,5.66
2022,Sumatera Barat,Kota Pariaman,77.65,4.13
2022,Riau,Kuantan Singingi,71.09,8.24
2022,Riau,Indragiri Hulu,70.46,6.14
2022,Riau,Indragiri Hilir,67.37,5.98
2022,Riau,Pelalawan,72.93,8.97
2022,Riau,Siak,74.5,5.07
2022,Riau,Kampar,73.84,7.12
2022,Riau,Rokan Hulu,70.31,9.95
2022,Riau,Bengkalis,74.38,6.32
2022,Riau,Rokan Hilir,70.1,6.73
2022,Riau,Kepulauan Meranti,66.52,23.84
2022,Riau,Kota Pekanbaru,82.06,3.06
2022,Riau,Kota Dumai,75.26,3.2
2022,Jambi,Kerinci,71.99,7.57
2022,Jambi,Merangin,69.98,8.7
2022,Jambi,Sarolangun,70.89,8.48
2022,Jambi,Batang Hari,70.51,9.63
2022,Jambi,Muaro Jambi,70.18,4.47
2022,Jambi,Tanjung Jabung Timur,65.77,10.91
2022,Jambi,Tanjung Jabung Barat,68.79,10.0
2022,Jambi,Tebo,69.78,6.34
2022,Jambi,Bungo,70.55,5.38
2022,Jambi,Kota Jambi,79.58,8.33
2022,Jambi,Kota Sungai Penuh,76.17,2.97
2022,Sumatera Selatan,Ogan Komering Ulu,70.24,11.61
2022,Sumatera Selatan,Ogan Komering Ilir,68.02,13.23
2022,Sumatera Selatan,Muara Enim,69.43,11.12
2022,Sumatera Selatan,Lahat,68.4,15.61
2022,Sumatera Selatan,Musi Rawas,67.78,13.34
2022,Sumatera Selatan,Musi Banyuasin,68.6,15.19
2022,Sumatera Selatan,Banyu Asin,67.93,10.0
2022,Sumatera Selatan,Ogan Komering Ulu Selatan,65.87,10.56
2022,Sumatera Selatan,Ogan Komering Ulu Timur,70.23,10.05
2022,Sumatera Selatan,Ogan Ilir,67.96,12.33
2022,Sumatera Selatan,Empat Lawang,66.0,12.03
2022,Sumatera Selatan,Penukal Abab Lematang Ilir,65.75,11.76
2022,Sumatera Selatan,Musi Rawas Utara,65.74,18.45
2022,Sumatera Selatan,Kota Palembang,79.47,10.48
2022,Sumatera Selatan,Kota Prabumulih,75.52,11.28
2022,Sumatera Selatan,Kota Pagar Alam,69.6,8.47
2022,Sumatera Selatan,Kota Lubuklinggau,75.53,12.68
2022,Bengkulu,Bengkulu Selatan,71.42,17.86
2022,Bengkulu,Rejang Lebong,71.45,15.65
2022,Bengkulu,Bengkulu Utara,69.77,11.48
2022,Bengkulu,Kaur,67.77,18.1
2022,Bengkulu,Seluma,67.76,18.36
2022,Bengkulu,Mukomuko,69.12,11.44
2022,Bengkulu,Lebong,68.12,12.03
2022,Bengkulu,Kepahiang,69.09,14.53
2022,Bengkulu,Bengkulu Tengah,68.47,9.76
2022,Bengkulu,Kota Bengkulu,80.99,15.73
2022,Lampung,Lampung Barat,68.39,11.71
2022,Lampung,Tanggamus,67.22,10.98
2022,Lampung,Lampung Selatan,69.0,13.14
2022,Lampung,Lampung Timur,70.58,13.98
2022,Lampung,Lampung Tengah,70.8,10.96
2022,Lampung,Lampung Utara,68.33,18.41
2022,Lampung,Way Kanan,68.04,11.76
2022,Lampung,Tulangbawang,69.53,8.42
2022,Lampung,Pesawaran,66.7,13.85
2022,Lampung,Pringsewu,70.98,9.34
2022,Lampung,Mesuji,64.94,6.84
2022,Lampung,Tulang Bawang Barat,67.13,7.44
2022,Lampung,Pesisir Barat,65.14,13.84
2022,Lampung,Kota Bandar Lampung,78.01,8.21
2022,Lampung,Kota Metro,77.89,7.87
2022,Kep. Bangka Belitung,Bangka,72.95,4.26
2022,Kep. Bangka Belitung,Belitung,73.38,6.45
2022,Kep. Bangka Belitung,Bangka Barat,70.12,2.46
2022,Kep. Bangka Belitung,Bangka Tengah,71.4,4.86
2022,Kep. Bangka Belitung,Bangka Selatan,67.95,3.22
2022,Kep. Bangka Belitung,Belitung Timur,72.29,6.49
2022,Kep. Bangka Belitung,Kota Pangkal Pinang,79.24,4.55
2022,Kepulauan Riau,Karimun,72.65,6.87
2022,Kepulauan Riau,Bintan,74.99,6.44
2022,Kepulauan Riau,Natuna,73.47,5.32
2022,Kepulauan Riau,Lingga,66.57,14.05
2022,Kepulauan Riau,Kepulauan Anambas,69.61,7.51
2022,Kepulauan Riau,Kota Batam,81.67,5.19
2022,Kepulauan Riau,Kota Tanjung Pinang,79.64,9.85
2022,Dki Jakarta,Kep. Seribu,72.79,14.11
2022,Dki Jakarta,Jakarta Selatan,85.21,3.52
2022,Dki Jakarta,Jakarta Timur,83.45,4.3
2022,Dki Jakarta,Jakarta Pusat,82.11,4.9
2022,Dki Jakarta,Jakarta Barat,82.51,4.22
2022,Dki Jakarta,Jakarta Utara,80.81,7.24
2022,Jawa Barat,Bogor,71.2,7.73
2022,Jawa Barat,Sukabumi,67.64,7.34
2022,Jawa Barat,Cianjur,65.94,10.55
2022,Jawa Barat,Bandung,73.16,6.8
2022,Jawa Barat,Garut,67.41,10.42
2022,Jawa Barat,Tasikmalaya,66.84,10.73
2022,Jawa Barat,Ciamis,71.45,7.72
2022,Jawa Barat,Kuningan,70.16,12.76
2022,Jawa Barat,Cirebon,70.06,12.01
2022,Jawa Barat,Majalengka,68.56,11.94
2022,Jawa Barat,Sumedang,72.69,10.14
2022,Jawa Barat,Indramayu,68.55,12.77
2022,Jawa Barat,Subang,69.87,9.75
2022,Jawa Barat,Purwakarta,71.56,8.7
2022,Jawa Barat,Karawang,71.74,8.44
2022,Jawa Barat,Bekasi,75.22,5.01
2022,Jawa Barat,Bandung Barat,69.04,10.82
2022,Jawa Barat,Pangandaran,69.03,9.32
2022,Jawa Barat,Kota Bogor,77.17,7.1
2022,Jawa Barat,Kota Sukabumi,75.4,8.02
2022,Jawa Barat,Kota Bandung,82.5,4.25
2022,Jawa Barat,Kota Cirebon,75.89,9.82
2022,Jawa Barat,Kota Bekasi,82.46,4.43
2022,Jawa Barat,Kota Depok,81.86,2.53
2022,Jawa Barat,Kota Cimahi,78.77,5.11
2022,Jawa Barat,Kota Tasikmalaya,73.83,12.72
2022,Jawa Barat,Kota Banjar,72.55,6.73
2022,Jawa Tengah,Cilacap,70.99,11.02
2022,Jawa Tengah,Banyumas,73.17,12.84
2022,Jawa Tengah,Purbalingga,69.54,15.3
2022,Jawa Tengah,Banjarnegara,68.61,15.2
2022,Jawa Tengah,Kebumen,70.79,16.41
2022,Jawa Tengah,Purworejo,73.6,11.53
2022,Jawa Tengah,Wonosobo,68.89,16.17
2022,Jawa Tengah,Magelang,70.85,11.09
2022,Jawa Tengah,Boyolali,74.97,9.82
2022,Jawa Tengah,Klaten,76.95,12.33
2022,Jawa Tengah,Sukoharjo,77.94,7.61
2022,Jawa Tengah,Wonogiri,71.04,10.99
2022,Jawa Tengah,Karanganyar,76.58,9.85
2022,Jawa Tengah,Sragen,74.65,12.94
2022,Jawa Tengah,Grobogan,70.97,11.8
2022,Jawa Tengah,Blora,69.95,11.53
2022,Jawa Tengah,Rembang,71.0,14.65
2022,Jawa Tengah,Pati,73.14,9.33
2022,Jawa Tengah,Kudus,75.89,7.41
2022,Jawa Tengah,Jepara,73.15,6.88
2022,Jawa Tengah,Demak,73.36,12.09
2022,Jawa Tengah,Semarang,74.67,7.27
2022,Jawa Tengah,Temanggung,70.77,9.33
2022,Jawa Tengah,Kendal,73.19,9.48
2022,Jawa Tengah,Batang,69.45,8.98
2022,Jawa Tengah,Pekalongan,70.81,9.67
2022,Jawa Tengah,Pemalang,67.19,15.06
2022,Jawa Tengah,Tegal,69.53,7.9
2022,Jawa Tengah,Brebes,67.03,16.05
2022,Jawa Tengah,Kota Magelang,80.39,7.1
2022,Jawa Tengah,Kota Surakarta,83.08,8.84
2022,Jawa Tengah,Kota Salatiga,84.35,4.73
2022,Jawa Tengah,Kota Semarang,84.08,4.25
2022,Jawa Tengah,Kota Pekalongan,75.9,7.0
2022,Jawa Tengah,Kota Tegal,76.15,7.91
2022,D I Yogyakarta,Kulon Progo,75.46,16.39
2022,D I Yogyakarta,Bantul,80.69,12.27
2022,D I Yogyakarta,Gunung Kidul,70.96,15.86
2022,D I Yogyakarta,Sleman,84.31,7.74
2022,D I Yogyakarta,Yogyakarta,87.69,6.62
2022,Jawa Timur,Pacitan,69.37,13.8
2022,Jawa Timur,Ponorogo,71.87,9.32
2022,Jawa Timur,Trenggalek,71.0,10.96
2022,Jawa Timur,Tulungagung,74.06,6.71
2022,Jawa Timur,Blitar,71.86,8.71
2022,Jawa Timur,Kediri,73.46,10.65
2022,Jawa Timur,Malang,71.38,9.55
2022,Jawa Timur,Lumajang,66.95,9.06
2022,Jawa Timur,Jember,67.97,9.39
2022,Jawa Timur,Banyuwangi,71.94,7.51
2022,Jawa Timur,Bondowoso,67.31,13.47
2022,Jawa Timur,Situbondo,68.25,11.78
2022,Jawa Timur,Probolinggo,66.96,17.12
2022,Jawa Timur,Pasuruan,69.68,8.96
2022,Jawa Timur,Sidoarjo,81.02,5.36
2022,Jawa Timur,Mojokerto,74.89,9.71
2022,Jawa Timur,Jombang,74.05,9.04
2022,Jawa Timur,Nganjuk,72.93,10.7
2022,Jawa Timur,Madiun,72.39,10.79
2022,Jawa Timur,Magetan,74.85,9.84
2022,Jawa Timur,Ngawi,71.75,14.15
2022,Jawa Timur,Bojonegoro,70.12,12.21
2022,Jawa Timur,Tuban,69.67,15.02
2022,Jawa Timur,Lamongan,74.02,12.53
2022,Jawa Timur,Gresik,77.16,11.06
2022,Jawa Timur,Bangkalan,65.05,19.44
2022,Jawa Timur,Sampang,63.39,21.61
2022,Jawa Timur,Pamekasan,66.99,13.93
2022,Jawa Timur,Sumenep,67.87,18.76
2022,Jawa Timur,Kota Kediri,79.59,7.23
2022,Jawa Timur,Kota Blitar,79.93,7.37
2022,Jawa Timur,Malang,82.71,4.37
2022,Jawa Timur,Kota Probolinggo,74.56,6.65
2022,Jawa Timur,Kota Pasuruan,76.54,6.37
2022,Jawa Timur,Kota Mojokerto,79.32,5.98
2022,Jawa Timur,Kota Madiun,82.01,4.76
2022,Jawa Timur,Kota Surabaya,82.74,4.72
2022,Jawa Timur,Kota Batu,77.22,3.79
2022,Banten,Pandeglang,65.84,9.32
2022,Banten,Lebak,64.71,8.91
2022,Banten,Tangerang,72.97,6.92
2022,Banten,Serang,67.75,4.96
2022,Banten,Kota Tangerang,78.9,5.77
2022,Banten,Kota Cilegon,73.95,3.64
2022,Banten,Kota Serang,72.98,5.94
2022,Banten,Kota Tangerang Selatan,81.95,2.5
2022,Bali,Jembrana,73.58,5.3
2022,Bali,Tabanan,76.75,5.18
2022,Bali,Badung,82.13,2.53
2022,Bali,Gianyar,78.39,4.7
2022,Bali,Klungkung,72.55,6.07
2022,Bali,Bangli,70.26,5.28
2022,Bali,Karangasem,68.28,6.98
2022,Bali,Buleleng,73.45,6.21
2022,Bali,Kota Denpasar,84.37,2.97
2022,Nusa Tenggara Barat,Lombok Barat,69.41,13.39
2022,Nusa Tenggara Barat,Lombok Tengah,67.57,12.89
2022,Nusa Tenggara Barat,Lombok Timur,67.59,15.14
2022,Nusa Tenggara Barat,Sumbawa,68.89,13.5
2022,Nusa Tenggara Barat,Dompu,69.15,12.4
2022,Nusa Tenggara Barat,Bima,67.57,14.5
2022,Nusa Tenggara Barat,Sumbawa Barat,72.65,13.02
2022,Nusa Tenggara Barat,Lombok Utara,65.7,25.93
2022,Nusa Tenggara Barat,Kota Mataram,79.59,8.63
2022,Nusa Tenggara Barat,Kota Bima,76.84,8.8
2022,Nusa Tenggara Timur,Sumba Barat,64.43,27.47
2022,Nusa Tenggara Timur,Sumba Timur,66.17,28.22
2022,Nusa Tenggara Timur,Kupang,65.04,21.7
2022,Nusa Tenggara Timur,Timor Tengah Selatan,62.73,25.45
2022,Nusa Tenggara Timur,Timor Tengah Utara,64.26,21.5
2022,Nusa Tenggara Timur,Belu,63.22,14.84
2022,Nusa Tenggara Timur,Alor,62.26,20.25
2022,Nusa Tenggara Timur,Lembata,65.47,25.18
2022,Nusa Tenggara Timur,Flores Timur,64.93,10.75
2022,Nusa Tenggara Timur,Sikka,66.06,12.61
2022,Nusa Tenggara Timur,Ende,67.97,23.0
2022,Nusa Tenggara Timur,Ngada,68.26,11.93
2022,Nusa Tenggara Timur,Manggarai,65.83,19.84
2022,Nusa Tenggara Timur,Rote Ndao,63.21,27.45
2022,Nusa Tenggara Timur,Manggarai Barat,64.92,17.15
2022,Nusa Tenggara Timur,Sumba Tengah,62.71,32.51
2022,Nusa Tenggara Timur,Sumba Barat Daya,63.15,27.16
2022,Nusa Tenggara Timur,Nagekeo,66.22,12.05
2022,Nusa Tenggara Timur,Manggarai Timur,62.3,25.35
2022,Nusa Tenggara Timur,Sabu Raijua,57.9,28.73
2022,Nusa Tenggara Timur,Malaka,61.34,15.26
2022,Nusa Tenggara Timur,Kota Kupang,80.2,8.61
2022,Kalimantan Barat,Sambas,67.95,6.92
2022,Kalimantan Barat,Bengkayang,68.74,6.03
2022,Kalimantan Barat,Landak,67.17,10.01
2022,Kalimantan Barat,Mempawah,66.94,5.32
2022,Kalimantan Barat,Sanggau,66.91,4.51
2022,Kalimantan Barat,Ketapang,67.92,9.39
2022,Kalimantan Barat,Sintang,67.86,8.57
2022,Kalimantan Barat,Kapuas Hulu,66.7,8.59
2022,Kalimantan Barat,Sekadau,65.58,5.85
2022,Kalimantan Barat,Melawi,66.81,11.44
2022,Kalimantan Barat,Kayong Utara,63.81,9.04
2022,Kalimantan Barat,Kubu Raya,68.91,4.12
2022,Kalimantan Barat,Kota Pontianak,80.48,4.46
2022,Kalimantan Barat,Kota Singkawang,72.89,4.67
2022,Kalimantan Tengah,Kotawaringin Barat,73.41,3.93
2022,Kalimantan Tengah,Kotawaringin Timur,71.67,5.95
2022,Kalimantan Tengah,Kapuas,70.01,5.52
2022,Kalimantan Tengah,Barito Selatan,71.01,4.88
2022,Kalimantan Tengah,Barito Utara,71.21,5.8
2022,Kalimantan Tengah,Sukamara,68.94,3.72
2022,Kalimantan Tengah,Lamandau,71.11,3.34
2022,Kalimantan Tengah,Seruyan,68.24,7.43
2022,Kalimantan Tengah,Katingan,69.74,5.5
2022,Kalimantan Tengah,Pulang Pisau,69.01,4.7
2022,Kalimantan Tengah,Gunung Mas,71.4,5.64
2022,Kalimantan Tengah,Barito Timur,72.07,6.59
2022,Kalimantan Tengah,Murung Raya,68.63,6.4
2022,Kalimantan Tengah,Kota Palangka Raya,81.16,3.61
2022,Kalimantan Selatan,Tanah Laut,70.35,3.86
2022,Kalimantan Selatan,Kota Baru,69.74,4.3
2022,Kalimantan Selatan,Banjar,70.72,2.79
2022,Kalimantan Selatan,Barito Kuala,67.37,4.75
2022,Kalimantan Selatan,Tapin,71.02,3.6
2022,Kalimantan Selatan,Hulu Sungai Selatan,69.76,4.54
2022,Kalimantan Selatan,Hulu Sungai Tengah,69.7,5.92
2022,Kalimantan Selatan,Hulu Sungai Utara,66.84,6.49
2022,Kalimantan Selatan,Tabalong,73.13,5.87
2022,Kalimantan Selatan,Tanah Bumbu,71.79,4.26
2022,Kalimantan Selatan,Balangan,69.73,5.83
2022,Kalimantan Selatan,Kota Banjarmasin,77.97,4.74
2022,Kalimantan Selatan,Kota Banjar Baru,79.68,4.17
2022,Kalimantan Timur,Paser,73.44,9.43
2022,Kalimantan Timur,Kutai Barat,72.92,10.2
2022,Kalimantan Timur,Kutai Kartanegara,74.67,7.96
2022,Kalimantan Timur,Kutai Timur,74.35,9.28
2022,Kalimantan Timur,Berau,75.74,5.65
2022,Kalimantan Timur,Penajam Paser Utara,72.55,7.25
2022,Kalimantan Timur,Mahakam Ulu,68.75,11.55
2022,Kalimantan Timur,Kota Balikpapan,81.13,2.45
2022,Kalimantan Timur,Kota Samarinda,81.43,4.85
2022,Kalimantan Timur,Kota Bontang,80.94,4.54
2022,Kalimantan Utara,Malinau,72.75,6.64
2022,Kalimantan Utara,Bulungan,72.08,9.32
2022,Kalimantan Utara,Tana Tidung,68.6,4.45
2022,Kalimantan Utara,Nunukan,67.16,6.13
2022,Kalimantan Utara,Kota Tarakan,76.68,6.3
2022,Sulawesi Utara,Bolaang Mongondow,68.95,7.04
2022,Sulawesi Utara,Minahasa,76.18,7.05
2022,Sulawesi Utara,Kepulauan Sangihe,71.63,10.5
2022,Sulawesi Utara,Kepulauan Talaud,70.43,8.25
2022,Sulawesi Utara,Minahasa Selatan,72.89,9.0
2022,Sulawesi Utara,Minahasa Utara,74.69,6.6
2022,Sulawesi Utara,Bolaang Mongondow Utara,68.06,7.31
2022,Sulawesi Utara,Siau Tagulandang Biaro,68.94,8.2
2022,Sulawesi Utara,Minahasa Tenggara,71.48,11.78
2022,Sulawesi Utara,Bolaang Mongondow Selatan,65.9,11.92
2022,Sulawesi Utara,Bolaang Mongondow Timur,67.21,5.85
2022,Sulawesi Utara,Kota Manado,79.66,5.85
2022,Sulawesi Utara,Kota Bitung,74.7,6.2
2022,Sulawesi Utara,Kota Tomohon,77.44,5.26
2022,Sulawesi Utara,Kota Kotamobagu,73.96,5.19
2022,Sulawesi Tengah,Banggai Kepulauan,66.08,13.44
2022,Sulawesi Tengah,Banggai,71.08,7.33
2022,Sulawesi Tengah,Morowali,72.55,12.58
2022,Sulawesi Tengah,Poso,71.93,15.18
2022,Sulawesi Tengah,Donggala,66.25,16.3
2022,Sulawesi Tengah,Toli-Toli,66.76,12.74
2022,Sulawesi Tengah,Buol,68.72,12.85
2022,Sulawesi Tengah,Parigi Moutong,66.26,14.63
2022,Sulawesi Tengah,Tojo Una-Una,65.54,16.12
2022,Sulawesi Tengah,Sigi,69.05,12.3
2022,Sulawesi Tengah,Banggai Laut,66.22,13.17
2022,Sulawesi Tengah,Morowali Utara,68.97,12.97
2022,Sulawesi Tengah,Kota Palu,82.02,6.63
2022,Sulawesi Selatan,Kepulauan Selayar,68.35,12.24
2022,Sulawesi Selatan,Bulukumba,70.34,7.39
2022,Sulawesi Selatan,Bantaeng,69.69,9.07
2022,Sulawesi Selatan,Jeneponto,65.13,13.73
2022,Sulawesi Selatan,Takalar,68.31,8.25
2022,Sulawesi Selatan,Gowa,70.99,7.36
2022,Sulawesi Selatan,Sinjai,68.33,8.8
2022,Sulawesi Selatan,Maros,71.0,9.43
2022,Sulawesi Selatan,Pangkajene dan Kepulauan,69.79,13.92
2022,Sulawesi Selatan,Barru,71.53,8.4
2022,Sulawesi Selatan,Bone,67.01,10.58
2022,Sulawesi Selatan,Soppeng,69.7,7.49
2022,Sulawesi Selatan,Wajo,70.26,6.57
2022,Sulawesi Selatan,Sidenreng Rappang,72.06,5.11
2022,Sulawesi Selatan,Pinrang,71.97,8.79
2022,Sulawesi Selatan,Enrekang,73.39,12.39
2022,Sulawesi Selatan,Luwu,71.36,12.49
2022,Sulawesi Selatan,Tana Toraja,69.88,12.18
2022,Sulawesi Selatan,Luwu Utara,70.51,13.22
2022,Sulawesi Selatan,Luwu Timur,73.92,6.81
2022,Sulawesi Selatan,Toraja Utara,70.36,11.65
2022,Sulawesi Selatan,Kota Makasar,83.12,4.58
2022,Sulawesi Selatan,Kota Parepare,78.54,5.41
2022,Sulawesi Selatan,Kota Palopo,78.91,7.78
2022,Sulawesi Tenggara,Buton,67.23,13.27
2022,Sulawesi Tenggara,Muna,69.61,13.41
2022,Sulawesi Tenggara,Konawe,72.04,12.75
2022,Sulawesi Tenggara,Kolaka,73.98,11.51
2022,Sulawesi Tenggara,Konawe Selatan,69.36,11.08
2022,Sulawesi Tenggara,Bombana,66.81,10.26
2022,Sulawesi Tenggara,Wakatobi,70.85,14.55
2022,Sulawesi Tenggara,Kolaka Utara,70.39,13.08
2022,Sulawesi Tenggara,Buton Utara,69.0,14.26
2022,Sulawesi Tenggara,Konawe Utara,71.1,13.72
2022,Sulawesi Tenggara,Kolaka Timur,68.73,13.57
2022,Sulawesi Tenggara,Konawe Kepulauan,66.69,16.15
2022,Sulawesi Tenggara,Muna Barat,66.21,13.85
2022,Sulawesi Tenggara,Buton Tengah,65.29,14.9
2022,Sulawesi Tenggara,Buton Selatan,65.44,14.41
2022,Sulawesi Tenggara,Kota Kendari,84.51,4.57
2022,Sulawesi Tenggara,Kota Baubau,76.67,7.31
2022,Gorontalo,Boalemo,67.27,18.74
2022,Gorontalo,Gorontalo,68.28,17.71
2022,Gorontalo,Pohuwato,66.53,17.87
2022,Gorontalo,Bone Bolango,70.9,16.05
2022,Gorontalo,Gorontalo Utara,66.01,17.24
2022,Gorontalo,Kota Gorontalo,78.22,5.73
2022,Sulawesi Barat,Majene,67.84,15.13
2022,Sulawesi Barat,Polewali Mandar,64.79,16.39
2022,Sulawesi Barat,Mamasa,67.21,14.51
2022,Sulawesi Barat,Mamuju,68.88,7.63
2022,Sulawesi Barat,Mamuju Utara,68.61,5.09
2022,Sulawesi Barat,Mamuju Tengah,66.89,7.17
2022,Maluku,Maluku Tenggara Barat,63.45,23.88
2022,Maluku,Maluku Tenggara,66.88,21.19
2022,Maluku,Maluku Tengah,71.81,17.46
2022,Maluku,Buru,69.94,15.82
2022,Maluku,Kepulauan Aru,64.21,23.51
2022,Maluku,Seram Bagian Barat,66.67,22.25
2022,Maluku,Seram Bagian Timur,65.05,20.73
2022,Maluku,Maluku Barat Daya,63.07,27.64
2022,Maluku,Buru Selatan,65.37,14.75
2022,Maluku,Kota Ambon,81.63,4.68
2022,Maluku,Kota Tual,68.6,20.56
2022,Maluku Utara,Halmahera Barat,66.2,8.43
2022,Maluku Utara,Halmahera Tengah,66.49,12.0
2022,Maluku Utara,Kepulauan Sula,64.7,7.64
2022,Maluku Utara,Halmahera Selatan,65.06,4.99
2022,Maluku Utara,Halmahera Utara,68.38,4.58
2022,Maluku Utara,Halmahera Timur,67.93,13.14
2022,Maluku Utara,Pulau Morotai,63.8,5.42
2022,Maluku Utara,Pulau Taliabu,61.64,6.88
2022,Maluku Utara,Kota Ternate,80.81,3.11
2022,Maluku Utara,Kota Tidore Kepulauan,71.55,5.99
2022,Papua Barat,Fakfak,69.12,22.06
2022,Papua Barat,Kaimana,66.11,15.29
2022,Papua Barat,Teluk Wondama,60.87,30.06
2022,Papua Barat,Teluk Bintuni,65.27,29.73
2022,Papua Barat,Manokwari,72.6,19.9
2022,Papua Barat,Sorong Selatan,63.08,18.48
2022,Papua Barat,Sorong,66.69,27.58
2022,Papua Barat,Raja Ampat,64.65,17.32
2022,Papua Barat,Tambrauw,54.63,32.45
2022,Papua Barat,Maybrat,60.49,31.14
2022,Papua Barat,Manokwari Selatan,60.68,28.55
2022,Papua Barat,Pegunungan Arfak,57.01,33.71
2022,Papua Barat,Kota Sorong,78.98,14.96
2022,Papua,Merauke,71.24,10.1
2022,Papua,Jayawijaya,59.6,35.8
2022,Papua,Jayapura,72.67,11.94
2022,Papua,Nabire,69.91,23.9
2022,Papua,Kepulauan Yapen,68.41,26.15
2022,Papua,Biak Numfor,72.85,24.48
2022,Papua,Paniai,57.14,36.63
2022,Papua,Puncak Jaya,49.84,36.3
2022,Papua,Mimika,75.08,14.28
2022,Papua,Boven Digoel,62.52,20.04
2022,Papua,Mappi,59.61,26.04
2022,Papua,Asmat,52.22,24.87
2022,Papua,Yahukimo,50.25,36.21
2022,Papua,Pegunungan Bintang,47.21,30.32
2022,Papua,Tolikara,50.51,31.31
2022,Papua,Sarmi,64.86,13.76
2022,Papua,Keerom,67.24,15.77
2022,Papua,Waropen,65.67,30.22
2022,Papua,Supiori,63.65,37.7
2022,Papua,Mamberamo Raya,53.1,30.73
2022,Papua,Nduga,34.1,36.73
2022,Papua,Lanny Jaya,49.62,37.76
2022,Papua,Mamberamo Tengah,49.25,35.92
2022,Papua,Yalimo,49.9,31.68
2022,Papua,Puncak,43.87,36.25
2022,Papua,Dogiyai,55.72,29.48
2022,Papua,Intan Jaya,49.25,42.03
2022,Papua,Deiyai,50.42,40.31
2022,Papua,Kota Jayapura,80.61,11.12
2023,Aceh,Simeulue,68.06,17.92
2023,Aceh,Aceh Singkil,70.14,19.15
2023,Aceh,Aceh Selatan,68.44,12.1
2023,Aceh,Aceh Tenggara,71.05,12.45
2023,Aceh,Aceh Timur,69.32,13.39
2023,Aceh,Aceh Tengah,74.6,14.38
2023,Aceh,Aceh Barat,72.88,17.86
2023,Aceh,Aceh Besar,74.53,13.38
2023,Aceh,Pidie,71.66,18.78
2023,Aceh,Bireuen,73.63,12.12
2023,Aceh,Aceh Utara,70.87,16.64
2023,Aceh,Aceh Barat Daya,68.07,15.43
2023,Aceh,Gayo Lues,68.93,18.82
2023,Aceh,Aceh Tamiang,71.35,12.51
2023,Aceh,Nagan Raya,70.78,17.25
2023,Aceh,Aceh Jaya,70.88,12.42
2023,Aceh,Bener Meriah,74.49,18.31
2023,Aceh,Pidie Jaya,74.8,18.4
2023,Aceh,Kota Banda Aceh,86.69,7.04
2023,Aceh,Kota Sabang,77.52,14.59
2023,Aceh,Kota Langsa,78.36,10.53
2023,Aceh,Kota Lhokseumawe,78.92,10.73
2023,Aceh,Kota Subulussalam,67.1,16.41
2023,Sumatera Utara,Nias,64.56,15.1
2023,Sumatera Utara,Mandailing Natal,68.56,8.86
2023,Sumatera Utara,Tapanuli Selatan,71.55,7.01
2023,Sumatera Utara,Tapanuli Tengah,70.91,11.5
2023,Sumatera Utara,Tapanuli Utara,74.65,8.54
2023,Sumatera Utara,Toba Samosir,76.38,8.04
2023,Sumatera Utara,Labuhan Batu,73.69,7.99
2023,Sumatera Utara,Asahan,71.56,8.21
2023,Sumatera Utara,Simalungun,74.29,7.87
2023,Sumatera Utara,Dairi,73.27,7.47
2023,Sumatera Utara,Karo,75.98,7.98
2023,Sumatera Utara,Deli Serdang,76.52,3.44
2023,Sumatera Utara,Langkat,72.21,9.23
2023,Sumatera Utara,Nias Selatan,64.12,16.39
2023,Sumatera Utara,Humbang Hasundutan,70.75,8.69
2023,Sumatera Utara,Pakpak Bharat,69.58,7.54
2023,Sumatera Utara,Samosir,72.08,11.66
2023,Sumatera Utara,Serdang Bedagai,71.75,7.44
2023,Sumatera Utara,Batu Bara,70.31,11.38
2023,Sumatera Utara,Padang Lawas Utara,71.63,8.79
